id,name,text,genres,cast_names,year
3874,Moon,"Title: Moon. Movie: Moon. Moon. Release year: 2009. Genres: Science Fiction, Drama. This is a Science Fiction, Drama story. Overview: Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth, parcels of a resource that has helped diminish ...","['Science Fiction', 'Drama']",[],2009
3875,Keeping Up with the Steins,"Title: Keeping Up with the Steins. Movie: Keeping Up with the Steins. Keeping Up with the Steins. Release year: 2006. Genres: Comedy. This is a Comedy story. Overview: All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought.",['Comedy'],[],2006
3876,Sea Rex 3D: Journey to a Prehistoric World,"Title: Sea Rex 3D: Journey to a Prehistoric World. Movie: Sea Rex 3D: Journey to a Prehistoric World. Sea Rex 3D: Journey to a Prehistoric World. Release year: 2010. Genres: Documentary. This is a Documentary story. Overview: Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",['Documentary'],[],2010
3877,The Sweet Hereafter,"Title: The Sweet Hereafter. Movie: The Sweet Hereafter. The Sweet Hereafter. Release year: 1997. Genres: Drama. This is a Drama story. Overview: A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",['Drama'],[],1997
3878,Of Gods and Men,"Title: Of Gods and Men. Movie: Of Gods and Men. Of Gods and Men. Release year: 2010. Genres: Drama, History. This is a Drama, History story. Overview: French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.","['Drama', 'History']",[],2010
3879,Bottle Shock,"Title: Bottle Shock. Movie: Bottle Shock. Bottle Shock. Release year: 2008. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.","['Comedy', 'Drama']",[],2008
3880,Jekyll and Hyde ... Together Again,"Title: Jekyll and Hyde ... Together Again. Movie: Jekyll and Hyde ... Together Again. Jekyll and Hyde ... Together Again. Release year: 1982. Genres: Comedy, Horror, Science Fiction. This is a Comedy, Horror, Science Fiction story. Overview: Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.","['Comedy', 'Horror', 'Science Fiction']",[],1982
3881,Heavenly Creatures,"Title: Heavenly Creatures. Movie: Heavenly Creatures. Heavenly Creatures. Release year: 1994. Genres: Drama, Fantasy. This is a Drama, Fantasy story. Overview: Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.","['Drama', 'Fantasy']",[],1994
3882,90 Minutes in Heaven,"Title: 90 Minutes in Heaven. Movie: 90 Minutes in Heaven. 90 Minutes in Heaven. Release year: 2015. Genres: Drama. This is a Drama story. Overview: A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",['Drama'],[],2015
3883,Everything Must Go,"Title: Everything Must Go. Movie: Everything Must Go. Everything Must Go. Release year: 2010. Genres: Comedy, Drama, Romance. This is a Comedy, Drama, Romance story. Overview: When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.","['Comedy', 'Drama', 'Romance']",[],2010
3884,Zero Effect,"Title: Zero Effect. Movie: Zero Effect. Zero Effect. Release year: 1998. Genres: Comedy, Crime, Mystery, Thriller. This is a Comedy, Crime, Mystery, Thriller story. Overview: Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.","['Comedy', 'Crime', 'Mystery', 'Thriller']",[],1998
3885,The Machinist,"Title: The Machinist. Movie: The Machinist. The Machinist. Release year: 2004. Genres: Thriller, Drama. This is a Thriller, Drama story. Overview: An industrial worker who hasn't slept in a year begins to doubt his own sanity.","['Thriller', 'Drama']",[],2004
3886,Light Sleeper,"Title: Light Sleeper. Movie: Light Sleeper. Light Sleeper. Release year: 1992. Genres: Drama, Crime. This is a Drama, Crime story. Overview: A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.","['Drama', 'Crime']",[],1992
3887,Kill the Messenger,"Title: Kill the Messenger. Movie: Kill the Messenger. Kill the Messenger. Release year: 2014. Genres: Thriller, Crime, Drama, Mystery. This is a Thriller, Crime, Drama, Mystery story. Overview: A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.","['Thriller', 'Crime', 'Drama', 'Mystery']",[],2014
3888,Rabbit Hole,Title: Rabbit Hole. Movie: Rabbit Hole. Rabbit Hole. Release year: 2010. Genres: Drama. This is a Drama story. Overview: Life for a happy couple is turned upside down after their young son dies in an accident.,['Drama'],[],2010
3889,Party Monster,"Title: Party Monster. Movie: Party Monster. Party Monster. Release year: 2003. Genres: Comedy, Drama, Crime. This is a Comedy, Drama, Crime story. Overview: The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.","['Comedy', 'Drama', 'Crime']",[],2003
3890,Green Room,"Title: Green Room. Movie: Green Room. Green Room. Release year: 2016. Genres: Horror, Crime, Thriller. This is a Horror, Crime, Thriller story. Overview: The Green Room is a scripted comedy series about the staff of a failing Medical Marijuana Dispensary in Los Angeles, CA.","['Horror', 'Crime', 'Thriller']",[],2016
3891,The Oh in Ohio,"Title: The Oh in Ohio. Movie: The Oh in Ohio. The Oh in Ohio. Release year: 2006. Genres: Comedy, Drama, Romance. This is a Comedy, Drama, Romance story. Overview: Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate.","['Comedy', 'Drama', 'Romance']",[],2006
3892,Atlas Shrugged Part III: Who is John Galt?,"Title: Atlas Shrugged Part III: Who is John Galt?. Movie: Atlas Shrugged Part III: Who is John Galt?. Atlas Shrugged Part III: Who is John Galt?. Release year: 2014. Genres: Drama, Science Fiction, Mystery. This is a Drama, Science Fiction, Mystery story. Overview: Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.","['Drama', 'Science Fiction', 'Mystery']",[],2014
3893,Bottle Rocket,"Title: Bottle Rocket. Movie: Bottle Rocket. Bottle Rocket. Release year: 1996. Genres: Comedy, Crime, Drama. This is a Comedy, Crime, Drama story. Overview: Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","['Comedy', 'Crime', 'Drama']",[],1996
3894,Albino Alligator,"Title: Albino Alligator. Movie: Albino Alligator. Albino Alligator. Release year: 1996. Genres: Crime, Drama, Thriller. This is a Crime, Drama, Thriller story. Overview: Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside.","['Crime', 'Drama', 'Thriller']",[],1996
